"","X","year","schoolcode","Candidates_2013","Passed_2013","Average_Marks_2013","Change_Average_Marks_2013","Band_2013","Rank_2013","Candidates_2014","Passed_2014","Average_Marks_2014","Change_Average_Marks_2014","Band_2014","Rank_2014","Candidates_2012","Passed_2012","Average_Marks_2012","Average_Marks_2011","Change_Average_2012","","Band_2011","Rank_2012","Rank_2011","Candidates_2011","Passed_2011","Schoolname","Identifier","Schoolproject_description","Schoolprojects_Students_Total","Schoolprojects_Boys","Schoolprojects_Girls","Schoolproject_happened","Project_2013","Project_2014","Bonanza_sum","Bonanza_2012","Bonanza_2013","Bonanza_2014","WS1","WS2","WS3","WS4","WS5","WS6","WS7","WS8","WS9","WS10","WS11","WS12","WS13","WS19","WS20","WS21","WS22","WS23","WS24","WS25","WS26","WS27","WS28","WS29","WS30","WS31","WS32","SUM.WORKSHOPS","WS.2010","WS.2011","WS.2012","WS.2013","WS.2014","WS.2015","student_sex_binary","Region","english_grade_numeric","science_grade_numeric","kiswahili_grade_numeric","maarifa_grade_numeric","hisabati_grade_numeric","average_grade_numeric"
"59",59,2013,"P0501186",31,26,153,-5.72,5,687,27,25,154.44,1.44,5,951,32,28,158.72,NA,NA,4,NA,239,NA,NA,NA,"NYAMBALE  ","BIHARAMULONYAMBALE",NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,"Kagera",0,0,0,0,0,0
"60",60,2013,"P0501073",20,16,153.8,44.42,5,666,23,22,141.48,-12.32,5,1712,26,16,109.38,149,-39.62,6,5,1810,1303,21,19,"NYAMIGERE 'A'  ","BIHARAMULONYAMIGERE'A'",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",2,2,2,2,2,2
"61",61,2013,"P0501146",26,23,146.15,35.84,5,911,20,16,134.2,-11.95,5,2381,29,20,110.31,133.36,-23.05,6,5,1699,2856,22,18,"NYAMIGERE 'B'  ","BIHARAMULONYAMIGERE'B'",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",2,2,2,2,2,2
"62",62,2013,"P0501074",16,16,210.31,48.26,2,26,16,16,198.63,-11.68,3,90,21,20,162.05,143.56,18.49,4,5,208,1724,18,18,"NYAMIGOGO 'A'  ","BIHARAMULONYAMIGOGO'A'",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,1,1,1,1,1
"63",63,2013,"P0501147",18,17,202.44,39.52,3,52,15,15,205.07,2.63,3,56,24,23,162.92,136.6,26.32,4,5,190,2443,20,18,"NYAMIGOGO 'B'  ","BIHARAMULONYAMIGOGO'B'",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,2,2,1,1,1
"64",64,2013,"P0501176",19,17,192.42,46.49,3,96,20,18,182.75,-9.67,3,261,15,11,145.93,158.63,-12.7,5,4,386,794,16,16,"NYANSHIMBA  ","BIHARAMULONYANSHIMBA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,1,1,2,1,1
"65",65,2013,"P0501111",16,16,157.75,52.39,4,562,29,29,169.07,11.32,4,537,25,15,105.36,165.52,-60.16,7,4,2236,559,21,21,"NYARUBUNGO  ","BIHARAMULONYARUBUNGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"Kagera",2,3,2,2,2,2
"66",66,2013,"P0501082",71,55,120.15,-5.85,6,2980,34,30,128.32,8.17,6,3001,87,68,126,NA,NA,6,NA,830,NA,NA,NA,"RUBONDO  ","BIHARAMULORUBONDO","Finishing of 2 Classrooms and HT Office",NA,NA,NA,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,"Kagera",3,3,2,3,4,3
"67",67,2013,"P0501083",34,28,122.71,16.23,6,2601,30,29,160.37,37.66,4,730,21,11,106.48,119.24,-12.76,6,6,2101,5251,29,22,"RUGANZU  ","BIHARAMULORUGANZU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",2,2,2,2,3,3
"68",68,2013,"P0501084",24,22,150.38,41.14,5,767,29,29,171.72,21.34,4,476,38,21,109.24,129.71,-20.47,6,6,1825,3393,28,23,"RUKORA  ","BIHARAMULORUKORA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",1,2,1,1,1,1
"69",69,2013,"P0501085",32,23,117.28,33.63,6,3474,20,20,170.55,53.27,4,502,51,15,83.65,138.75,-55.1,7,5,7018,2199,28,27,"RUNAZI  ","BIHARAMULORUNAZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,3,3,3,4,3
"70",70,2013,"P0501086",28,26,164.89,68.85,4,398,31,30,182.1,17.21,3,275,46,25,96.04,134.67,-38.63,7,5,3783,2682,45,36,"RUSABYA  ","BIHARAMULORUSABYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",2,2,2,2,3,2
"71",71,2013,"P0501089",38,33,125.79,20.95,6,2226,41,40,129.54,3.83,6,2869,44,24,104.84,142.7,-37.86,7,5,2292,1799,40,36,"RUZIBA  ","BIHARAMULORUZIBA",NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"Kagera",3,3,3,3,5,3
"72",72,2013,"P0501164",11,8,110.18,34.18,6,4901,14,8,110.29,0.11,6,6380,23,7,76,122.43,-46.43,8,6,9739,4619,14,10,"RWEKUBO 'A'  ","BIHARAMULORWEKUBO'A'",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,3,2,3,3,3
"73",73,2013,"P0501165",10,3,95.4,13.13,7,8903,15,11,119.67,24.27,6,4331,22,7,82.27,144.38,-62.11,7,5,7507,1656,13,10,"RWEKUBO 'B'  ","BIHARAMULORWEKUBO'B'",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,3,3,2,3,3
"74",74,2013,"P0501102",22,20,155.32,63.8,5,620,23,11,100.13,-55.19,7,9185,29,10,91.52,132.35,-40.83,7,5,4794,3003,26,20,"SONGAMBELE  ","BIHARAMULOSONGAMBELE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",2,3,5,2,3,3
"75",75,2013,"P0501188",26,26,191.65,NA,3,102,53,53,227.43,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST SEVERINE  MPS","BIHARAMULOSTSEVERINEMPS",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",1,2,2,2,2,2
"76",76,2013,"P0501090",60,59,159.47,35.83,4,512,65,63,146.91,-12.56,5,1350,75,67,123.64,178.57,-54.93,6,4,903,275,65,64,"UMOJA 'A'  ","BIHARAMULOUMOJA'A'",NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"Kagera",2,3,2,2,3,2
"77",77,2013,"P0501152",64,63,157.83,43.39,4,559,70,67,140.89,-16.94,5,1758,79,56,114.44,189.21,-74.77,6,3,1371,133,58,58,"UMOJA 'B'  ","BIHARAMULOUMOJA'B'",NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"Kagera",2,3,2,3,3,2
"78",78,2013,"P0501187",4,4,143,14,5,1028,NA,NA,NA,NA,NA,NA,4,4,129,NA,NA,6,NA,737,NA,NA,NA,"UPENDO  MPS","BIHARAMULOUPENDOMPS",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",1,4,3,3,3,3
"79",79,2013,"P0503034",56,56,208.29,4.75,2,30,58,58,200.9,-7.39,3,76,26,26,203.54,NA,NA,3,NA,15,NA,NA,NA,"ADOLPH KOLPING","BUKOBAMANISPAAADOLPHKOLPING",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,3,1,1,1,1
"80",80,2013,"P0503024",116,116,204.84,11.91,3,43,88,88,195.86,-8.98,3,106,97,97,192.93,206.21,-13.28,3,2,31,26,95,95,"AMANI  ","BUKOBAMANISPAAAMANI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,1,1,1,1,1
"81",81,2013,"P0503001",64,57,122.02,10.83,6,2685,36,34,124.53,2.51,6,3523,47,32,111.19,142.39,-31.2,6,5,1610,1830,61,60,"BILELE  ","BUKOBAMANISPAABILELE",NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,4,3,3,4,3
"82",82,2013,"P0503002",45,25,106.78,20.14,6,5707,38,26,103.11,-3.67,7,8316,47,10,86.64,112.22,-25.58,7,6,6073,6775,49,35,"BUGAMBAKAMOI  ","BUKOBAMANISPAABUGAMBAKAMOI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,3,3,4,4,4
"83",83,2013,"P0503031",47,47,193.09,7.33,3,88,30,30,206.23,13.14,2,50,59,59,185.76,204.43,-18.67,3,3,52,31,14,14,"BUHEMBE  ","BUKOBAMANISPAABUHEMBE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",1,2,2,3,2,2
"84",84,2013,"P0503003",71,53,114.96,25.99,6,3893,58,48,122.43,7.47,6,3849,71,23,88.97,108.71,-19.74,7,6,5427,7564,80,50,"BUNENA  ","BUKOBAMANISPAABUNENA",NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,4,2,4,4,4
"85",85,2013,"P0503004",174,131,118.77,19.43,6,3214,190,144,115.04,-3.73,6,5327,175,71,99.34,129.41,-30.07,7,6,3149,3443,170,140,"BUYEKERA  ","BUKOBAMANISPAABUYEKERA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",5,3,4,5,5,4
"86",86,2013,"P0503030",43,43,198.09,21.17,3,66,59,59,189.14,-8.95,3,165,49,49,176.92,192.23,-15.31,4,3,94,104,57,57,"HAPPY  ","BUKOBAMANISPAAHAPPY",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",1,1,1,2,1,1
"87",87,2013,"P0503005",79,40,100.62,6.23,7,7327,70,41,101.34,0.72,7,8839,49,17,94.39,112.94,-18.55,7,6,4132,6595,48,32,"IBURA  ","BUKOBAMANISPAAIBURA",NA,NA,NA,NA,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,"Kagera",4,3,3,4,3,3
"88",88,2013,"P0503006",37,32,121.76,22.71,6,2724,35,23,105.91,-15.85,6,7507,44,19,99.05,147.94,-48.89,7,5,3202,1381,33,32,"IHUNGO  ","BUKOBAMANISPAAIHUNGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,3,3,3,4,3
"89",89,2013,"P0503027",27,27,173.26,12.11,4,279,34,34,164,-9.26,4,642,20,20,161.15,175.11,-13.96,4,4,219,337,28,28,"JAFFERY  ","BUKOBAMANISPAAJAFFERY",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",1,3,2,2,3,2
"90",90,2013,"P0503023",45,45,176.4,36.52,4,238,41,41,181.49,5.09,3,291,41,41,139.88,159.32,-19.44,5,4,503,769,34,34,"JAMIA  ","BUKOBAMANISPAAJAMIA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",1,2,2,2,1,1
"91",91,2013,"P0503029",35,23,103.89,21.51,7,6420,37,21,100.32,-3.57,7,9118,52,10,82.38,139.41,-57.03,7,5,7465,2135,37,37,"KAHORORO  ","BUKOBAMANISPAAKAHORORO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,3,4,3,4,4
"92",92,2013,"P0503032",65,65,221.65,15.14,2,8,115,115,217.44,-4.21,2,19,65,65,206.51,221.27,-14.76,2,2,9,8,48,48,"KAIZIREGE  ","BUKOBAMANISPAAKAIZIREGE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,2,2,2,1,1
"93",93,2013,"P0503033",23,23,217.83,3.19,2,13,32,32,219.91,2.08,2,16,11,11,214.64,222.6,-7.96,2,2,5,6,15,15,"KARUME   ","BUKOBAMANISPAAKARUME",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",1,1,1,2,1,1
"94",94,2013,"P0503007",155,125,116.74,19.3,6,3596,91,82,132.37,15.63,5,2572,175,69,97.44,130.02,-32.58,7,6,3513,3343,163,139,"KASHAI  ","BUKOBAMANISPAAKASHAI",NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,4,4,4,4,4
"95",95,2013,"P0503026",74,32,98.97,11.01,7,7813,69,33,100.23,1.26,7,9154,51,12,87.96,123.65,-35.69,7,6,5685,4374,46,41,"KASHENGE  ","BUKOBAMANISPAAKASHENGE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,4,3,4,4,4
"96",96,2013,"P0503025",38,38,188.18,25.4,3,124,37,37,181.73,-6.45,3,284,40,39,162.78,184.09,-21.31,4,3,194,199,35,35,"KIBETA ELCT  ","BUKOBAMANISPAAKIBETAELCT",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,3,2,2,2,2
"97",97,2013,"P0503008",76,44,105.16,17.84,7,6100,63,59,121.35,16.19,6,4027,88,23,87.32,124.72,-37.4,7,6,5854,4171,68,60,"KIBETA  ","BUKOBAMANISPAAKIBETA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,3,3,3,4,4
"98",98,2013,"P0503010",39,31,122.46,10.3,6,2624,36,29,118.53,-3.93,6,4568,31,20,112.16,130.09,-17.93,6,6,1542,3332,43,39,"KITENDAGURO  ","BUKOBAMANISPAAKITENDAGURO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",2,2,2,2,2,2
"99",99,2013,"P0503009",59,45,116.86,28.11,6,3570,55,36,105.76,-11.1,6,7545,65,22,88.75,121.2,-32.45,7,6,5471,4838,74,62,"KITEYAGWA  ","BUKOBAMANISPAAKITEYAGWA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,4,3,4,4,4
"100",100,2013,"P0503011",42,23,103.95,13.75,7,6403,32,23,108.69,4.74,6,6753,50,13,90.2,141.22,-51.02,7,5,5117,1962,51,50,"KYAKAILABWA  ","BUKOBAMANISPAAKYAKAILABWA",NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,"Kagera",4,3,4,4,4,4
"101",101,2013,"P0503021",13,13,160.54,16.8,4,484,31,31,155.42,-5.12,5,915,19,19,143.74,180,-36.26,5,4,436,253,14,14,"LAKEVIEW  ","BUKOBAMANISPAALAKEVIEW",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,3,2,3,2,2
"102",102,2013,"P0503012",194,178,149.32,38.91,5,794,178,117,114.12,-35.2,6,5517,149,108,110.41,142.37,-31.96,6,5,1689,1837,158,140,"MAFUMBO  ","BUKOBAMANISPAAMAFUMBO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,3,3,3,3,3
"103",103,2013,"P0503013",66,40,106.06,30.45,6,5885,49,27,102.45,-3.61,7,8503,57,7,75.61,135.33,-59.72,8,5,9892,2606,63,54,"MUGEZAMSETO  ","BUKOBAMANISPAAMUGEZAMSETO",NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,"Kagera",4,2,2,3,3,3
"104",104,2013,"P0503014",14,11,118.29,31.29,6,3288,11,9,122.73,4.44,6,3801,12,3,87,124.5,-37.5,7,6,5941,4214,8,7,"MUGEZAVIZIWI  ","BUKOBAMANISPAAMUGEZAVIZIWI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,3,3,4,2,3
"105",105,2013,"P0503015",56,32,101.73,8.77,7,7013,40,28,104.6,2.87,7,7892,46,16,92.96,101.42,-8.46,7,7,4471,9254,50,25,"NSHAMBYA  ","BUKOBAMANISPAANSHAMBYA",NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",5,4,3,4,5,4
"106",106,2013,"P0503022",21,21,170.29,4.08,4,318,19,19,163.21,-7.08,4,667,14,14,166.21,193.12,-26.91,4,3,165,92,17,17,"PARTAGE  ","BUKOBAMANISPAAPARTAGE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,3,2,2,3,2
"107",107,2013,"P0503035",17,17,214.18,NA,2,18,21,21,199.1,-15.08,3,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUDUS ","BUKOBAMANISPAAQUDUS",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,1,1,2,1,1
"108",108,2013,"P0503016",96,95,147.07,24.55,5,874,108,104,134.24,-12.83,5,2374,104,80,122.52,155.78,-33.26,6,4,952,919,68,68,"RUMULI  ","BUKOBAMANISPAARUMULI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,2,3,2,3,3
"109",109,2013,"P0503017",142,102,119.89,19.28,6,3019,139,89,114.29,-5.6,6,5469,176,85,100.61,121.67,-21.06,7,6,2945,4756,258,201,"RWAMISHENYE  ","BUKOBAMANISPAARWAMISHENYE","Rehabilitation of two class rooms",NA,NA,NA,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",3,3,2,3,2,3
"110",110,2013,"P0503028",107,79,116.94,13.46,6,3556,98,70,114.11,NA,6,5520,98,51,103.48,113.42,-9.94,7,6,2486,6483,85,62,"RWEMISHASHA 'B' ","BUKOBAMANISPAARWEMISHASHA'B'",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,3,2,3,4,3
"111",111,2013,"P0503018",101,80,118.07,16.68,6,3332,96,78,118.59,0.52,6,4550,122,60,101.39,131.88,-30.49,7,5,2800,3068,128,111,"RWEMISHASHA  ","BUKOBAMANISPAARWEMISHASHA",NA,NA,NA,NA,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,"Kagera",4,4,4,3,4,4
"112",112,2013,"P0503019",116,104,124.86,18.82,6,2346,134,109,119.28,-5.58,6,4416,134,76,106.04,135.35,-29.31,6,5,2146,2604,135,131,"TUMAINI  ","BUKOBAMANISPAATUMAINI","completion of two classrooms and teaxhers office",1182,549,633,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",3,3,2,3,4,3
"113",113,2013,"P0503020",92,81,125.8,12.89,6,2222,65,62,131.74,5.94,5,2637,68,51,112.91,139.33,-26.42,6,5,1493,2145,92,87,"ZAMZAM  ","BUKOBAMANISPAAZAMZAM",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",2,3,2,3,4,3
"114",114,2013,"P0502131",47,47,147.66,13.38,5,850,37,37,173.49,25.83,4,439,50,49,134.28,175.85,-41.57,5,4,611,327,40,40,"ALHUDHAIFA   ","BUKOBA(V)ALHUDHAIFA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",2,2,3,3,4,3
"115",115,2013,"P0502119",22,12,102.23,35.19,7,6863,21,4,75.29,-26.94,8,14953,24,1,67.04,95.88,-28.84,8,7,12758,10501,34,11,"AMANI  ","BUKOBA(V)AMANI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"Kagera",4,4,4,4,4,4
"116",116,2013,"P0502134",46,14,88.54,14.46,7,11040,22,7,92,3.46,7,11482,38,4,74.08,148.74,-74.66,8,5,10418,1326,27,26,"BARAKA  ","BUKOBA(V)BARAKA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,"Kagera",4,4,3,4,4,4
"117",117,2013,"P0502126",30,30,173.07,5.98,4,281,29,29,181.55,8.48,3,288,22,22,167.09,185.36,-18.27,4,3,157,173,22,22,"BETHANIA  ","BUKOBA(V)BETHANIA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,2,2,3,2,2
"118",118,2013,"P0502001",35,20,111.66,35.09,6,4563,59,18,91.97,-19.69,7,11492,61,11,76.57,81.5,-4.93,8,7,9543,13187,94,19,"BITUNTU  ","BUKOBA(V)BITUNTU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"Kagera",5,4,4,4,5,4
